ID;Proyecto;Informador;Asignada a;Prioridad;Severidad;Reproducibilidad;Categoría;Fecha de envío;Actualizada;Resumen;Estado;Resolución;MES;AÑO;Nº Comentarios;
18550;GNF - VESTAS Cova da Serpe;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo mensual;2020-10-19;2020-10-28;Mantenimiento preventivo mensual.;cerrada;corregida;10;2020;;
18422;GNF - ARGOS Los Pedreros;ricardoouteiral;manuel;ninguna;trivial;siempre;Preventivo mensual;2020-10-07;2020-10-28;Mantenimiento preventivo Mensual.;cerrada;corregida;10;2020;;
18412;GNF - GesWin Montija;ricardoouteiral;roberto;normal;menor;desconocido;SCADA;2020-10-06;2020-10-28;problemas con el gestor de Cyclics;asignada;abierta;10;2020;;
18411;GNF - GesWin La Sia;ricardoouteiral;roberto;normal;menor;desconocido;SCADA;2020-10-06;2020-10-28;problemas con el gestor de Cyclics;asignada;abierta;10;2020;;
18697;GNF - ARGOS Somozas;manuel;manuel;normal;menor;no se ha intentado;Preventivo mensual;2020-10-29;2020-10-29;Mantenimiento preventivo mensual.;cerrada;corregida;10;2020;;
18678;GNF - SGIPE Los Llanos;juanpazos;juanpazos;normal;menor;no se ha intentado;Servidor OPC;2020-10-28;2020-10-29;Ventana de error.;cerrada;corregida;10;2020;;
18667;GNF - SGIPE Canredondo;juanpazos;juanpazos;normal;menor;no se ha intentado;Regulador activa;2020-10-27;2020-10-29;Revisión funcionamiento regulador activa.;cerrada;corregida;10;2020;;
18489;GNF - SGIPE Canredondo;natalia;natalia;ninguna;trivial;siempre;Preventivo mensual;2020-10-15;2020-10-29;Mantenimiento preventivo mensual.;cerrada;corregida;10;2020;;
18455;GNF - SGIPE El Pilar;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo mensual;2020-10-13;2020-10-29;Mantenimiento preventivo mensual.;cerrada;corregida;10;2020;;
18310;GNF - ARGOS Somozas;natalia;natalia;normal;menor;no se ha intentado;Preventivo mensual;2020-09-28;2020-10-29;Mantenimiento preventivo mensual.;cerrada;corregida;9;2020;;
18289;GNF - SGIPE Los Llanos;natalia;natalia;normal;menor;no se ha intentado;Preventivo mensual;2020-09-25;2020-10-29;Mantenimiento preventivo mensual.;cerrada;corregida;9;2020;;
18423;GNF - VESTAS Valdepero;natalia;natalia;ninguna;trivial;siempre;Preventivo mensual;2020-10-07;2020-10-30;Mantenimiento preventivo mensual.;cerrada;corregida;10;2020;;
18673;GNF - ARGOS Vimianzo;juanpazos;ricardoouteiral;normal;menor;no se ha intentado;General;2020-10-28;2020-11-01;Revision de scada.;cerrada;corregida;10;2020;;
18695;GNF - WinCC SilvaRedonda;felix;felix;normal;menor;no se ha intentado;Servidor OPC;2020-10-29;2020-11-02;Fallo comunicación turbinas;cerrada;corregida;10;2020;;
18679;GNF - SGIPE Losilla;felix;felix;normal;menor;no se ha intentado;Servidor OPC;2020-10-29;2020-11-02;Fallo comunicación con el parque;cerrada;corregida;10;2020;;
18621;GNF - VESTAS Codesas;juanpazos;natalia;normal;menor;no se ha intentado;Regulador reactiva;2020-10-26;2020-11-02;Revisión de funcionamiento herramienta regulación de reactiva.;cerrada;corregida;10;2020;;
18620;GNF - ARGOS Somozas;manuel;manuel;normal;menor;no se ha intentado;Servidor OPC;2020-10-26;2020-11-02;Revisar OPC;cerrada;corregida;10;2020;;
18586;GNF - VESTAS Malagon;ricardoouteiral;ricardoouteiral;normal;ajuste;a veces;Hardware: Servidor;2020-10-22;2020-11-02;Fallo pila raid;asignada;abierta;10;2020;;
18458;GNF - ARGOS Novo;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo mensual;2020-10-13;2020-11-02;Mantenimiento preventivo mensual.;cerrada;corregida;10;2020;;
18313;GNF - VESTAS Codesas;natalia;natalia;ninguna;trivial;siempre;Preventivo mensual;2020-09-28;2020-11-02;Mantenimiento preventivo mensual.;cerrada;corregida;9;2020;;
18753;GNF - GesWin Montija;manuel;manuel;normal;menor;no se ha intentado;Preventivo mensual;2020-11-03;2020-11-03;Mantenimiento Preventivo Mensual;cerrada;corregida;11;2020;;
18743;GNF - ARGOS Novo;natalia;natalia;ninguna;trivial;siempre;Preventivo mensual;2020-11-02;2020-11-03;Mantenimiento preventivo mensual.;cerrada;corregida;11;2020;;
18731;GNF - WinCC SilvaRedonda;felix;felix;normal;menor;no se ha intentado;Servidor OPC;2020-11-02;2020-11-03;Fallo comunicación Brisa;cerrada;corregida;11;2020;;
18485;GNF - GesWin Montija;juanpazos;miguel_cortizo;normal;menor;no se ha intentado;Preventivo mensual;2020-10-15;2020-11-03;Mantenimiento Preventivo Mensual;cerrada;corregida;10;2020;;
18775;GNF - SGIPE El Pilar;juanpazos;juanpazos;normal;menor;no se ha intentado;SGIPE;2020-11-05;2020-11-05;Fallo comunicación con 2 turbinas.;cerrada;corregida;11;2020;;
18752;GNF - SGIPE Los Llanos;felix;felix;normal;menor;no se ha intentado;SGIPE;2020-11-03;2020-11-05;Fallo sgipe;cerrada;corregida;11;2020;;
18749;GNF - ARGOS Novo;felix;felix;normal;menor;no se ha intentado;General;2020-11-03;2020-11-05;Fallo arranque scada;cerrada;corregida;11;2020;;
18740;GNF - SGIPE Canredondo;felix;felix;normal;menor;no se ha intentado;General;2020-11-02;2020-11-05;Fallo datos alarmas;cerrada;corregida;11;2020;;
18728;GNF - ARGOS Vimianzo;juanpazos;juanpazos;normal;menor;no se ha intentado;General;2020-11-01;2020-11-05;Revision de scada.;cerrada;corregida;11;2020;;
15821;GNF - VESTAS Valdelin;felix;felix;normal;menor;no se ha intentado;Preventivo mensual;2020-01-22;2020-11-05;Mantenimiento preventivo mensual.;cerrada;corregida;1;2020;;
18774;GNF - SGIPE Los Llanos;felix;felix;normal;menor;no se ha intentado;SGIPE;2020-11-05;2020-11-07;Fallo comunicación turbinas;cerrada;corregida;11;2020;;
18799;GNF - SGIPE Losilla;felix;felix;normal;menor;no se ha intentado;Falsa alarma;2020-11-07;2020-11-09;Fallo comunicación con el parque;cerrada;corregida;11;2020;;
18791;GNF - VESTAS LomaGorda-SanGil ;felix;felix;normal;menor;no se ha intentado;Servidor OPC;2020-11-07;2020-11-09;Fallo comunicación con el parque;cerrada;corregida;11;2020;;
18767;GNF - ARGOS Somozas;felix;felix;normal;menor;no se ha intentado;Comunicaciones;2020-11-04;2020-11-09;Fallo comunicación Brisa;cerrada;corregida;11;2020;;
18762;GNF - WinCC SilvaRedonda;felix;felix;normal;menor;no se ha intentado;Servidor OPC;2020-11-03;2020-11-09;Fallo comunicación Brisa;cerrada;corregida;11;2020;;
18813;GNF - SGIPE El Pilar;felix;ricardoouteiral;normal;menor;no se ha intentado;General;2020-11-09;2020-11-10;Scandisk Host;cerrada;corregida;11;2020;;
18741;GNF - GesWin La Sia;manuel;manuel;normal;menor;no se ha intentado;Comunicaciones;2020-11-02;2020-11-12;Revision SCADA;cerrada;corregida;11;2020;;
18858;GNF - VESTAS Valdepero;manuel;manuel;normal;menor;no se ha intentado;Comunicaciones;2020-11-16;2020-11-16;Fallo comunicacion SCADA;cerrada;corregida;11;2020;;
18831;GNF - SGIPE Losilla;juanpazos;ricardoouteiral;normal;menor;no se ha intentado;Falsa alarma: Comunicaciones externas;2020-11-11;2020-11-16;Revisión opc;cerrada;corregida;11;2020;;
18589;GNF - WinCC SilvaRedonda;roberto;roberto;normal;menor;no se ha intentado;SCADA;2020-10-22;2020-11-16;Paro remoto WTG04;cerrada;corregida;10;2020;;
18893;GNF - SGIPE Canredondo;ruben_ruibal;ruben_ruibal;ninguna;trivial;siempre;Preventivo trimestral;2020-11-17;2020-11-17;Mantenimiento preventivo trimestral.;cerrada;corregida;11;2020;;
18882;GNF - SGIPE Canredondo;manuel;manuel;normal;menor;no se ha intentado;Comunicaciones;2020-11-17;2020-11-17;Fallo comunicación turbinas;cerrada;corregida;11;2020;;
18871;GNF - SGIPE Losilla;manuel;manuel;normal;menor;no se ha intentado;Comunicaciones;2020-11-16;2020-11-17;Fallo comunicación SCADA;cerrada;corregida;11;2020;;
18839;GNF - SGIPE El Pilar;manuel;manuel;normal;menor;no se ha intentado;Comunicaciones;2020-11-12;2020-11-17;Fallo comunicación SCADA;cerrada;corregida;11;2020;;
18088;GNF - SGIPE Canredondo;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo trimestral;2020-09-02;2020-11-17;Mantenimiento preventivo trimestral.;cerrada;corregida;9;2020;;
18907;GNF - VESTAS Valdelin;natalia;natalia;normal;menor;no se ha intentado;Preventivo trimestral;2020-11-18;2020-11-18;Mantenimiento preventivo trimestral.;cerrada;corregida;11;2020;;
18902;GNF - VESTAS Malagon;ruben_ruibal;ruben_ruibal;normal;menor;no se ha intentado;Preventivo trimestral;2020-11-18;2020-11-18;Mantenimiento preventivo trimestral.;cerrada;corregida;11;2020;;
18900;GNF - SGIPE Montejo;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo trimestral;2020-11-18;2020-11-18;Mantenimiento preventivo trimestral.;cerrada;corregida;11;2020;;
18897;GNF - ARGOS Los Pedreros;ruben_ruibal;ruben_ruibal;ninguna;trivial;siempre;Preventivo trimestral;2020-11-18;2020-11-18;Mantenimiento preventivo Trimestral.;cerrada;corregida;11;2020;;
18118;GNF - VESTAS Malagon;natalia;natalia;normal;menor;no se ha intentado;Preventivo trimestral;2020-09-04;2020-11-18;Mantenimiento preventivo trimestral.;cerrada;corregida;9;2020;;
18097;GNF - GesWin Montija;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo trimestral;2020-09-02;2020-11-18;Mantenimiento Preventivo Trimestral;cerrada;corregida;9;2020;;
17985;GNF - SGIPE Montejo;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo trimestral;2020-08-24;2020-11-18;Mantenimiento preventivo trimestral.;cerrada;corregida;8;2020;;
17981;GNF - ARGOS Los Pedreros;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo trimestral;2020-08-24;2020-11-18;Mantenimiento preventivo Trimestral.;cerrada;corregida;8;2020;;
16211;GNF - VESTAS Valdelin;felix;felix;normal;menor;no se ha intentado;Preventivo trimestral;2020-02-24;2020-11-18;Mantenimiento preventivo trimestral.;cerrada;corregida;2;2020;;
16138;GNF - VESTAS Valdelin;felix;;normal;menor;no se ha intentado;Hardware: Comunicaciones;2020-02-21;2020-11-18;Fallo comunicación CMPE_reserva;nueva;abierta;2;2020;;
18919;GNF - SGIPE Canredondo;manuel;manuel;normal;menor;no se ha intentado;Hardware: Servidor;2020-11-19;2020-11-19;No responden los perifericos del servidor;cerrada;corregida;11;2020;;
18918;GNF - VESTAS Codesas;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo trimestral;2020-11-19;2020-11-19;Mantenimiento preventivo trimestral.;cerrada;corregida;11;2020;;
18915;GNF - VESTAS Cova da Serpe;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo trimestral;2020-11-19;2020-11-19;Mantenimiento preventivo trimestral.;cerrada;corregida;11;2020;;
18908;GNF - GesWin Montija;natalia;natalia;ninguna;trivial;siempre;Preventivo trimestral;2020-11-18;2020-11-19;Mantenimiento Preventivo Trimestral;cerrada;corregida;11;2020;;
18857;GNF - WinCC SilvaRedonda;roberto;ricardoouteiral;normal;menor;no se ha intentado;Servidor OPC;2020-11-16;2020-11-19;Fallo comunicación BRISA;cerrada;corregida;11;2020;;
18554;GNF - GesWin La Sia;natalia;natalia;normal;menor;no se ha intentado;SCADA;2020-10-19;2020-11-19;Lento refresco Scada;cerrada;corregida;10;2020;;
18080;GNF - VESTAS Cova da Serpe;manuel;manuel;normal;menor;no se ha intentado;Preventivo trimestral;2020-09-01;2020-11-19;Mantenimiento preventivo trimestral.;cerrada;corregida;9;2020;;
17984;GNF - VESTAS Codesas;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo trimestral;2020-08-24;2020-11-19;Mantenimiento preventivo trimestral.;cerrada;corregida;8;2020;;
17965;GNF - SGIPE Los Llanos;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo trimestral;2020-08-21;2020-11-19;Mantenimiento preventivo trimestral.;cerrada;corregida;8;2020;;
18927;GNF - GesWin La Sia;miguel_cortizo;miguel_cortizo;ninguna;trivial;siempre;Preventivo trimestral;2020-11-20;2020-11-20;Mantenimiento Preventivo Trimestral;cerrada;corregida;11;2020;;
17986;GNF - GesWin La Sia;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo trimestral;2020-08-24;2020-11-20;Mantenimiento Preventivo Trimestral;cerrada;corregida;8;2020;;
18911;GNF - SGIPE Montejo;manuel;manuel;normal;menor;no se ha intentado;Servidor OPC;2020-11-18;2020-11-21;Fallo OPC;cerrada;corregida;11;2020;;
18952;GNF - ARGOS Vimianzo;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo trimestral;2020-11-23;2020-11-23;Mantenimiento preventivo Trimestral.;cerrada;corregida;11;2020;;
18947;GNF - SGIPE Losilla;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Preventivo trimestral;2020-11-23;2020-11-23;Mantenimiento preventivo trimestral.;cerrada;corregida;11;2020;;
18938;GNF - SGIPE Losilla;manuel;manuel;normal;menor;no se ha intentado;Comunicaciones;2020-11-22;2020-11-23;Fallo comunicación Brisa;cerrada;corregida;11;2020;;
18933;GNF - WinCC SilvaRedonda;manuel;manuel;normal;menor;no se ha intentado;Servidor OPC;2020-11-21;2020-11-23;Fallo comunicación BRISA;cerrada;corregida;11;2020;;
18923;GNF - SGIPE Los Llanos;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo trimestral;2020-11-19;2020-11-23;Mantenimiento preventivo trimestral.;cerrada;corregida;11;2020;;
18916;GNF - GesWin La Sia;natalia;natalia;normal;menor;no se ha intentado;SCADA;2020-11-19;2020-11-23;Lento refresco en Brisa;cerrada;corregida;11;2020;;
18913;GNF - WinCC SilvaRedonda;natalia;natalia;normal;menor;no se ha intentado;Servidor OPC;2020-11-19;2020-11-23;Fallo comunicación BRISA;cerrada;corregida;11;2020;;
18844;GNF - SGIPE Montejo;juanpazos;juanpazos;normal;menor;no se ha intentado;General;2020-11-13;2020-11-23;Comprobacion de scada.;cerrada;corregida;11;2020;;
18816;GNF - SGIPE El Pilar;felix;felix;normal;menor;no se ha intentado;Servidor OPC;2020-11-09;2020-11-23;Fallo comunicación con el parque;cerrada;corregida;11;2020;;
18815;GNF - WinCC SilvaRedonda;felix;felix;normal;menor;no se ha intentado;Servidor OPC;2020-11-09;2020-11-23;Fallo comunicación con el parque;cerrada;corregida;11;2020;;
18771;GNF - ARGOS Vimianzo;felix;felix;normal;menor;no se ha intentado;SCADA;2020-11-04;2020-11-23;Fallo acceso scada;cerrada;corregida;11;2020;;
18759;GNF - GesWin Montija;felix;felix;normal;menor;no se ha intentado;SCADA;2020-11-03;2020-11-23;Fallo eventos;cerrada;corregida;11;2020;;
18750;GNF - SGIPE Losilla;felix;felix;normal;menor;no se ha intentado;Servidor OPC;2020-11-03;2020-11-23;Revisión opc;cerrada;corregida;11;2020;;
18506;GNF - WinCC SilvaRedonda;felix;felix;normal;menor;no se ha intentado;Preventivo bimensual;2020-10-16;2020-11-23;Mantenimiento preventivo bimensual;cerrada;corregida;10;2020;;
18094;GNF - SGIPE Losilla;natalia;natalia;normal;menor;no se ha intentado;Preventivo trimestral;2020-09-02;2020-11-23;Mantenimiento preventivo trimestral.;cerrada;corregida;9;2020;;
17054;GNF - ARGOS Vimianzo;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Preventivo trimestral;2020-05-22;2020-11-23;Mantenimiento preventivo Trimestral.;cerrada;corregida;5;2020;;
18956;GNF - WinCC SilvaRedonda;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo bimensual;2020-11-23;2020-11-24;Mantenimiento preventivo bimensual;cerrada;corregida;11;2020;;
18970;GNF - VESTAS LomaGorda-SanGil ;felix;felix;normal;menor;no se ha intentado;Falsa alarma: Comunicaciones externas;2020-11-24;2020-11-26;Fallo comunicación Brisa;cerrada;corregida;11;2020;;
18944;GNF - GesWin Montija;felix;felix;normal;menor;no se ha intentado;SCADA;2020-11-23;2020-11-26;Fallo refresco visor;cerrada;corregida;11;2020;;
18997;GNF - SGIPE El Pilar;miguel_cortizo;miguel_cortizo;ninguna;trivial;siempre;Preventivo trimestral;2020-11-27;2020-11-27;Mantenimiento preventivo trimestral.;cerrada;corregida;11;2020;;
18996;GNF - ARGOS Somozas;natalia;natalia;ninguna;trivial;siempre;Preventivo trimestral;2020-11-27;2020-11-27;Mantenimiento preventivo Trimestral.;asignada;abierta;11;2020;;
18994;GNF - VESTAS LomaGorda-SanGil ;miguel_cortizo;miguel_cortizo;ninguna;trivial;siempre;Preventivo trimestral;2020-11-27;2020-11-27;Mantenimiento preventivo trimestral.;cerrada;corregida;11;2020;;
18164;GNF - VESTAS LomaGorda-SanGil ;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo trimestral;2020-09-10;2020-11-27;Mantenimiento preventivo trimestral.;cerrada;corregida;9;2020;;
18129;GNF - ARGOS Somozas;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo trimestral;2020-09-07;2020-11-27;Mantenimiento preventivo Trimestral.;cerrada;corregida;9;2020;;
18006;GNF - SGIPE El Pilar;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo trimestral;2020-08-26;2020-11-27;Mantenimiento preventivo trimestral.;cerrada;corregida;8;2020;;
18992;GNF - VESTAS Malagon;felix;felix;normal;menor;no se ha intentado;Comunicaciones;2020-11-26;2020-11-29;Fallo comunicación Brisa;cerrada;corregida;11;2020;;
18989;GNF - SGIPE El Pilar;felix;felix;normal;menor;no se ha intentado;SCADA;2020-11-26;2020-11-29;Fallo comunicacion SCADA;cerrada;corregida;11;2020;;
18980;GNF - VESTAS Valdelin;felix;felix;normal;menor;no se ha intentado;Regulador reactiva;2020-11-25;2020-11-29;Cambio consigna reactiva.;cerrada;corregida;11;2020;;
18979;GNF - VESTAS Valdelacasa;felix;felix;normal;menor;no se ha intentado;Regulador reactiva;2020-11-25;2020-11-29;Cambio consigna reactiva.;cerrada;corregida;11;2020;;
18974;GNF - VESTAS Valdelacasa;felix;felix;normal;menor;no se ha intentado;SCADA;2020-11-25;2020-11-29;Fallo estado aeros;cerrada;corregida;11;2020;;
19013;GNF - VESTAS Valdepero;natalia;natalia;ninguna;trivial;siempre;Preventivo trimestral;2020-11-30;2020-11-30;Mantenimiento preventivo trimestral.;cerrada;corregida;11;2020;;
19002;GNF - ARGOS Vimianzo;felix;felix;normal;menor;no se ha intentado;Servidor OPC;2020-11-28;2020-11-30;Fallo comunicación turbinas;cerrada;corregida;11;2020;;
18976;GNF - GesWin La Sia;felix;felix;normal;menor;no se ha intentado;SCADA;2020-11-25;2020-11-30;Solicitud reinicio Scada;asignada;abierta;11;2020;;
18975;GNF - VESTAS Valdelin;felix;felix;normal;menor;no se ha intentado;SCADA;2020-11-25;2020-11-30;Fallo estado aeros;cerrada;corregida;11;2020;;
18430;GNF - GesWin Montija;juanpazos;ricardoouteiral;normal;menor;no se ha intentado;SCADA;2020-10-08;2020-11-30;Fallo visualización eventos.;cerrada;corregida;10;2020;;
18008;GNF - VESTAS Valdepero;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo trimestral;2020-08-26;2020-11-30;Mantenimiento preventivo trimestral.;cerrada;corregida;8;2020;;
19031;GNF - GesWin Montija;natalia;natalia;normal;menor;no se ha intentado;General;2020-12-01;2020-12-01;Revision Scada;asignada;abierta;12;2020;;
18949;GNF - SGIPE Losilla;ricardoouteiral;ricardoouteiral;normal;menor;no se ha intentado;Correctivo tras preventivo;2020-11-23;2020-12-02;Liberar espacio;cerrada;corregida;11;2020;;
19073;GNF - VESTAS Valdelacasa;ruben_ruibal;ruben_ruibal;ninguna;trivial;siempre;Preventivo trimestral;2020-12-04;2020-12-04;Mantenimiento preventivo trimestral.;cerrada;corregida;12;2020;;
19070;GNF - VESTAS Peña I;ruben_ruibal;ruben_ruibal;ninguna;trivial;siempre;Preventivo trimestral;2020-12-04;2020-12-04;Mantenimiento preventivo trimestral.;cerrada;corregida;12;2020;;
19066;GNF - ARGOS Nerea;natalia;natalia;ninguna;trivial;siempre;Preventivo trimestral;2020-12-04;2020-12-04;Mantenimiento preventivo Trimestral.;cerrada;corregida;12;2020;;
19064;GNF - SGIPE Los Llanos;roberto;ricardoouteiral;normal;menor;no se ha intentado;SGIPE;2020-12-04;2020-12-04;Revisión SCADA;cerrada;corregida;12;2020;;
18140;GNF - VESTAS Valdelacasa;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo trimestral;2020-09-08;2020-12-04;Mantenimiento preventivo trimestral.;cerrada;corregida;9;2020;;
18098;GNF - ARGOS Nerea;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo trimestral;2020-09-02;2020-12-04;Mantenimiento preventivo Trimestral.;cerrada;corregida;9;2020;;
18035;GNF - VESTAS Peña I;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo trimestral;2020-08-28;2020-12-04;Mantenimiento preventivo trimestral.;cerrada;corregida;8;2020;;
19077;GNF - ARGOS Novo;manuel;manuel;normal;menor;no se ha intentado;Comunicaciones;2020-12-05;2020-12-06;Fallo de comunicación SCADA;cerrada;corregida;12;2020;;
19023;GNF - GesWin Montija;manuel;manuel;normal;menor;no se ha intentado;SCADA;2020-11-30;2020-12-06;Fallo visualización eventos.;cerrada;corregida;11;2020;;
18932;GNF - SGIPE Losilla;manuel;manuel;normal;menor;no se ha intentado;Servidor OPC;2020-11-21;2020-12-06;Fallo comunicación Brisa;cerrada;corregida;11;2020;;
19094;GNF - ARGOS Novo;ruben_ruibal;ruben_ruibal;normal;menor;no se ha intentado;Preventivo trimestral;2020-12-07;2020-12-07;Mantenimiento preventivo Trimestral.;cerrada;corregida;12;2020;;
19083;GNF - SGIPE Losilla;manuel;manuel;normal;menor;no se ha intentado;Servidor OPC;2020-12-06;2020-12-07;Fallo comunicación Brisa;cerrada;corregida;12;2020;;
19038;GNF - SGIPE Losilla;natalia;natalia;normal;menor;no se ha intentado;Servidor OPC;2020-12-01;2020-12-07;Fallo comunicación Brisa;cerrada;corregida;12;2020;;
18795;GNF - SGIPE Los Llanos;felix;felix;normal;menor;no se ha intentado;Comunicaciones;2020-11-07;2020-12-07;Fallo comunicación con el parque;cerrada;corregida;11;2020;;
19093;GNF - SGIPE Los Llanos;natalia;natalia;normal;menor;no se ha intentado;Comunicaciones;2020-12-07;2020-12-09;Fallo comunicación con el parque;cerrada;corregida;12;2020;;
18769;GNF - SGIPE El Pilar;felix;felix;normal;menor;no se ha intentado;Comunicaciones;2020-11-04;2020-12-09;Fallo scada;cerrada;corregida;11;2020;;
19118;GNF - SGIPE El Pilar;natalia;natalia;normal;menor;no se ha intentado;Comunicaciones;2020-12-09;2020-12-11;Fallo sgipe;cerrada;corregida;12;2020;;
18964;GNF - ARGOS Vimianzo;felix;felix;normal;menor;no se ha intentado;Servidor OPC;2020-11-24;2020-12-12;Revisión opc;cerrada;corregida;11;2020;;
19168;GNF - ARGOS Somozas;felix;felix;normal;menor;no se ha intentado;Falsa alarma;2020-12-14;2020-12-14;Fallo acceso scada;asignada;abierta;12;2020;;
19150;GNF - ARGOS Vimianzo;manuel;manuel;normal;menor;no se ha intentado;Servidor OPC;2020-12-12;2020-12-14;Revisión opc;cerrada;corregida;12;2020;;
19091;GNF - GesWin Montija;natalia;natalia;normal;menor;no se ha intentado;SCADA;2020-12-07;2020-12-14;SCADA caido;cerrada;corregida;12;2020;;
19088;GNF - VESTAS Valdelacasa;manuel;manuel;normal;menor;no se ha intentado;Servidor OPC;2020-12-06;2020-12-14;Fallo de comunicación con Brisa;cerrada;corregida;12;2020;;
19052;GNF - VESTAS Valdepero;ruben_ruibal;ruben_ruibal;normal;menor;no se ha intentado;Falsa alarma: Comunicaciones externas;2020-12-03;2020-12-14;Fallo comunicación Brisa;cerrada;corregida;12;2020;;
18462;GNF - ARGOS Los Pedreros;felix;felix;normal;menor;no se ha intentado;Comunicaciones;2020-10-13;2020-12-14;Fallo comunicación Brisa;cerrada;corregida;10;2020;;
19161;GNF - GesWin Montija;natalia;natalia;alta;mayor;a veces;SCADA;2020-12-14;2020-12-16;Fallo eventos;cerrada;corregida;12;2020;;
19224;GNF - GesWin Montija;felix;felix;normal;menor;no se ha intentado;Servidor OPC;2020-12-16;2020-12-18;Fallo comunicación OPC;cerrada;corregida;12;2020;;
19184;GNF - ARGOS Vimianzo;felix;felix;normal;menor;no se ha intentado;SCADA;2020-12-15;2020-12-18;Fallo acceso scada;cerrada;corregida;12;2020;;
17074;GNF - SGIPE Los Llanos;juanpazos;juanpazos;normal;menor;no se ha intentado;SGIPE;2020-05-23;2020-12-20;Fallo funcionamiento herramienta de rearmes.;cerrada;abierta;5;2020;;
19283;GNF - ARGOS Vimianzo;ruben_ruibal;ruben_ruibal;ninguna;trivial;siempre;Preventivo mensual;2020-12-21;2020-12-21;Mantenimiento preventivo mensual.;cerrada;corregida;12;2020;;
19271;GNF - SGIPE Losilla;ruben_ruibal;ruben_ruibal;normal;menor;no se ha intentado;Preventivo mensual;2020-12-21;2020-12-21;Mantenimiento preventivo mensual.;cerrada;corregida;12;2020;;
19254;GNF - VESTAS LomaGorda-SanGil ;felix;felix;normal;menor;no se ha intentado;Servidor OPC;2020-12-19;2020-12-21;Fallo comunicación con el parque;cerrada;corregida;12;2020;;
19249;GNF - ARGOS Vimianzo;felix;felix;normal;menor;no se ha intentado;Servidor OPC;2020-12-18;2020-12-21;Fallo comunicación Brisa;cerrada;corregida;12;2020;;
18688;GNF - SGIPE Canredondo;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo mensual;2020-10-29;2020-12-21;Mantenimiento preventivo mensual.;cerrada;corregida;10;2020;;
18637;GNF - ARGOS Vimianzo;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo mensual;2020-10-26;2020-12-21;Mantenimiento preventivo mensual.;cerrada;corregida;10;2020;;
18551;GNF - SGIPE Losilla;manuel;manuel;normal;menor;no se ha intentado;Preventivo mensual;2020-10-19;2020-12-21;Mantenimiento preventivo mensual.;cerrada;corregida;10;2020;;
18441;GNF - GesWin Montija;ricardoouteiral;ricardoouteiral;alta;mayor;a veces;SCADA;2020-10-09;2020-12-21;Fallo eventos;cerrada;corregida;10;2020;;
19297;GNF - VESTAS Valdelin;ruben_ruibal;ruben_ruibal;normal;menor;no se ha intentado;Preventivo mensual;2020-12-22;2020-12-22;Mantenimiento preventivo mensual.;cerrada;corregida;12;2020;;
19296;GNF - VESTAS LomaGorda-SanGil ;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo mensual;2020-12-22;2020-12-22;Mantenimiento preventivo mensual.;cerrada;corregida;12;2020;;
19294;GNF - ARGOS Los Pedreros;natalia;natalia;normal;menor;no se ha intentado;Comunicaciones;2020-12-22;2020-12-22;No refrescan valores Argos;cerrada;corregida;12;2020;;
19293;GNF - VESTAS Valdepero;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo mensual;2020-12-22;2020-12-22;Mantenimiento preventivo mensual.;cerrada;corregida;12;2020;;
19278;GNF - SGIPE Canredondo;ricardoouteiral;ricardoouteiral;ninguna;trivial;siempre;Preventivo mensual;2020-12-21;2020-12-22;Mantenimiento preventivo mensual.;cerrada;corregida;12;2020;;
